Year,Date,Time,Type,Sex,Age,Activity,Location,Country,State,Fatal Y/N,Time_Range,Activity_clean,Activity_grouped
2014,October,11:00:00,Unprovoked,M,15,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2014,October,14:00:00,Unknown,M,,Kayaking,Santa Barbara County,USA,California,N,Afternoon,kayaking,Paddleboarding
2014,October,11:30:00,Unknown,M,,Kayaking ,Santa Barbara County,USA,California,N,Morning,kayaking,Paddleboarding
2014,October,17:30:00,Unprovoked,M,28,Surfing,Santa Barbara County,USA,California,N,Evening,surfing,Surfing
2014,September,11:30:00,Unprovoked,M,,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2014,September,18:45:00,Unknown,M,,Surfing,Santa Cruz County,USA,California,,Evening,surfing,Surfing
2014,September,13:00:00,Unprovoked,M,43,Fishing ,Mobile County,USA,Alabama,N,Afternoon,fishing,Fishing
2014,September,18:00:00,Unknown,Y,20,Kayaking ,Plymouth County,USA,Massachusetts,N,Evening,kayaking,Paddleboarding
2014,September,20:00:00,Provoked,M,52,Fishing,Martin County,USA,Florida,N,Evening,fishing,Fishing
2014,August,16:40:00,Unprovoked,Y,13,Body surfing,Volusia County,USA,Florida,N,Afternoon,body surfing,Surfing
2014,August,,Unprovoked,M,17,Surfing,Volusia County,USA,Florida,N,Unknown,surfing,Surfing
2014,August,16:18:00,Unknown,Y,,,Duval County,USA,Florida,,Afternoon,,Unknown
2014,August,,Provoked,M,33,Fishing,Assateague National Seashore,USA,Maryland,N,Unknown,fishing,Fishing
2014,August,,Unprovoked,M,29,Surfing,New Hanover County,USA,North Carolina,N,Unknown,surfing,Surfing
2014,August,15:00:00,Unprovoked,Y,,Standing,Horry County,USA,South Carolina,N,Afternoon,standing,Wading/Standing
2014,August,,Provoked,M,,Fishing for sharks,Apalachicola Bay,USA,Florida,N,Unknown,fishing for sharks,Fishing
2014,August,,Unprovoked,Y,,Kite boarding,New Hanover County,USA,North Carolina,N,Unknown,kite boarding,Surfing
2014,August,11:10:00,Unprovoked,M,,Standing,Gulf County,USA,Florida,N,Morning,standing,Wading/Standing
2014,August,,Unprovoked,M,26,,Broward County,USA,Florida,N,Unknown,,Unknown
2014,August,13:30:00,Unprovoked,Y,10,Swimming,Brevard County,USA,Florida,N,Afternoon,swimming,Swimming
2014,August,,Unprovoked,M,7,Swimming,"Lake Ponchartain off Southshore Harbor, New Orleans",USA,Louisiana,N,Unknown,swimming,Swimming
2014,August,14:00:00,Unprovoked,M,10,Boogie boarding,Charleston County,USA,South Carolina,N,Afternoon,boogie boarding,Other
2014,August,,Unprovoked,Y,45,Swimming,Brevard County,USA,Florida,N,Unknown,swimming,Swimming
2014,August,,Unprovoked,M,50,Surfing,Brevard County,USA,Florida,N,Unknown,surfing,Surfing
2014,August,13:00:00,Unprovoked,M,8,Boogie boarding,Brevard County,USA,Florida,N,Afternoon,boogie boarding,Other
2014,July,,Unprovoked,M,15,Swimming,Brunswick County,USA,North Carolina,N,Unknown,swimming,Swimming
2014,July,,Unprovoked,M,8,Standing,Brevard County,USA,Florida,N,Unknown,standing,Wading/Standing
2014,July,17:50:00,Unprovoked,M,61,Swimming,Maui County,USA,Hawaii,N,Evening,swimming,Swimming
2014,July,14:30:00,Unprovoked,M,39,Swimming,Okaloosa Island,USA,Florida,N,Afternoon,swimming,Swimming
2014,July,,Unprovoked,M,,Body surfing,New Hanover County,USA,North Carolina,N,Unknown,body surfing,Surfing
2014,July,14:00:00,Unprovoked,M,14,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2014,July,09:30:00,Provoked,M,,Swimming,Los Angeles County,USA,California,N,Morning,swimming,Swimming
2014,July,,Unprovoked,M,,Surfing,San Luis Obispo County,USA,California,N,Unknown,surfing,Surfing
2014,July,,Unprovoked,M,19,Body surfing,Charleston County,USA,South Carolina,N,Unknown,body surfing,Surfing
2014,June,17:00:00,Unprovoked,M,16,Standing,Sussex County,USA,Delaware,N,Evening,standing,Wading/Standing
2014,June,,Unprovoked,Y,14,Kneeling in the water,"West Beach, Galveston",USA,Texas,N,Unknown,kneeling in the water,Other
2014,June,13:30:00,Unprovoked,Y,22,Swimming,Fort Lauderdale,USA,Florida,N,Afternoon,swimming,Swimming
2014,June,,Unprovoked,Y,37,Tagging sharks,nan,USA,Palmyra Atoll,N,Unknown,tagging sharks,Other
2014,May,11:30:00,Unprovoked,Y,38,Body boarding,Brevard County,USA,Florida,N,Morning,body boarding,Other
